team,games,wins,losses,win_pct,total_points,ppg,points_allowed,off_rating,def_rating,net_rating,fg_made,fg_attempted,fg_pct,three_made,three_attempted,three_pt_pct,ft_made,ft_attempted,ft_pct,efg_pct,ts_pct,ft_rate,total_rebounds,rpg,total_assists,apg,ast_to_ratio,total_steals,spg,total_blocks,bpg,total_turnovers,tpg,total_fouls,fpg
Mount St. Mary's,1,0,0,0.0,57,57.0,0,57.0,0.0,57.0,19,56,33.92857142857143,10,27,37.03703703703704,9,12,75.0,42.857142857142854,46.507832898172325,0.21428571428571427,31,31.0,13,13.0,0.6842105263157895,2,2.0,4,4.0,19,19.0,16,16.0
Ohio St.,2,0,0,0.0,167,83.5,0,83.5,0.0,83.5,60,126,47.61904761904761,19,39,48.717948717948715,28,37,75.67567567567568,55.158730158730165,58.68709586730391,0.29365079365079366,61,30.5,37,18.5,1.4230769230769231,16,8.0,7,3.5,26,13.0,29,14.5
Miami (FL),1,0,0,0.0,74,74.0,0,74.0,0.0,74.0,26,58,44.827586206896555,9,19,47.368421052631575,13,16,81.25,52.58620689655172,56.888068880688806,0.27586206896551724,22,22.0,15,15.0,1.25,9,9.0,1,1.0,12,12.0,24,24.0
Michigan St.,1,0,0,0.0,62,62.0,0,62.0,0.0,62.0,24,61,39.34426229508197,8,24,33.33333333333333,6,11,54.54545454545454,45.90163934426229,47.08383961117861,0.18032786885245902,40,40.0,20,20.0,1.4285714285714286,6,6.0,5,5.0,14,14.0,18,18.0
Purdue,1,0,0,0.0,71,71.0,0,71.0,0.0,71.0,28,58,48.275862068965516,12,32,37.5,3,5,60.0,58.620689655172406,58.97009966777408,0.08620689655172414,31,31.0,15,15.0,0.6521739130434783,4,4.0,3,3.0,23,23.0,17,17.0
Minnesota,1,0,0,0.0,73,73.0,0,73.0,0.0,73.0,30,64,46.875,8,26,30.76923076923077,5,5,100.0,53.125,55.135951661631424,0.078125,36,36.0,15,15.0,0.8823529411764706,3,3.0,2,2.0,17,17.0,13,13.0
South Carolina,1,0,0,0.0,66,66.0,0,66.0,0.0,66.0,24,66,36.36363636363637,3,17,17.647058823529413,15,27,55.55555555555556,38.63636363636363,42.37288135593221,0.4090909090909091,61,61.0,7,7.0,0.4375,5,5.0,15,15.0,16,16.0,16,16.0
Penn St.,2,0,0,0.0,149,74.5,0,74.5,0.0,74.5,59,113,52.21238938053098,19,52,36.53846153846153,12,20,60.0,60.61946902654868,61.16584564860427,0.17699115044247787,55,27.5,30,15.0,0.6818181818181818,12,6.0,10,5.0,44,22.0,22,11.0
Rutgers,2,0,0,0.0,114,57.0,0,57.0,0.0,57.0,47,125,37.6,10,34,29.411764705882355,10,13,76.92307692307693,41.6,43.604651162790695,0.104,75,37.5,21,10.5,0.4666666666666667,22,11.0,6,3.0,45,22.5,37,18.5
Coppin St.,1,0,0,0.0,52,52.0,0,52.0,0.0,52.0,17,54,31.48148148148148,4,14,28.57142857142857,14,19,73.68421052631578,35.18518518518518,41.69339320076973,0.35185185185185186,20,20.0,8,8.0,0.47058823529411764,1,1.0,1,1.0,17,17.0,10,10.0
Iowa,1,0,0,0.0,69,69.0,0,69.0,0.0,69.0,26,63,41.269841269841265,5,20,25.0,12,14,85.71428571428571,45.23809523809524,49.88432620011567,0.2222222222222222,31,31.0,12,12.0,0.631578947368421,10,10.0,1,1.0,19,19.0,17,17.0
Longwood,1,0,0,0.0,67,67.0,0,67.0,0.0,67.0,23,59,38.983050847457626,7,22,31.818181818181817,14,18,77.77777777777779,44.91525423728814,50.059772863120145,0.3050847457627119,33,33.0,13,13.0,0.6842105263157895,4,4.0,7,7.0,19,19.0,15,15.0
Uncw,1,0,0,0.0,66,66.0,0,66.0,0.0,66.0,25,54,46.2962962962963,8,17,47.05882352941176,8,12,66.66666666666666,53.70370370370371,55.66801619433198,0.2222222222222222,27,27.0,14,14.0,0.6666666666666666,3,3.0,1,1.0,21,21.0,19,19.0
Baylor,1,0,0,0.0,76,76.0,0,76.0,0.0,76.0,33,72,45.83333333333333,6,25,24.0,4,5,80.0,50.0,51.21293800539083,0.06944444444444445,43,43.0,16,16.0,1.0666666666666667,3,3.0,2,2.0,15,15.0,15,15.0
Villanova,1,0,0,0.0,67,67.0,0,67.0,0.0,67.0,24,55,43.63636363636363,13,27,48.148148148148145,6,6,100.0,55.45454545454545,58.11936155447606,0.10909090909090909,21,21.0,15,15.0,0.9375,2,2.0,2,2.0,16,16.0,18,18.0
Wisconsin,1,0,1,0.0,43,43.0,70,43.0,70.0,-27.0,14,41,34.146341463414636,5,14,35.714285714285715,10,10,100.0,40.243902439024396,47.3568281938326,0.24390243902439024,22,22.0,10,10.0,0.38461538461538464,4,4.0,1,1.0,26,26.0,17,17.0
