team,games,wins,losses,win_pct,total_points,ppg,points_allowed,off_rating,def_rating,net_rating,fg_made,fg_attempted,fg_pct,three_made,three_attempted,three_pt_pct,ft_made,ft_attempted,ft_pct,efg_pct,ts_pct,ft_rate,total_rebounds,rpg,total_assists,apg,ast_to_ratio,total_steals,spg,total_blocks,bpg,total_turnovers,tpg,total_fouls,fpg
Nebraska,3,0,0,0.0,185,61.666666666666664,0,61.666666666666664,0.0,61.666666666666664,66,177,37.28813559322034,26,69,37.68115942028986,27,41,65.85365853658537,44.632768361581924,47.426168990976215,0.23163841807909605,93,31.0,42,14.0,1.5,21,7.0,8,2.6666666666666665,28,9.333333333333334,59,19.666666666666668
UConn,1,0,0,0.0,97,97.0,0,97.0,0.0,97.0,38,78,48.717948717948715,9,26,34.61538461538461,12,17,70.58823529411765,54.48717948717948,56.738418343472155,0.21794871794871795,57,57.0,20,20.0,0.8,10,10.0,4,4.0,25,25.0,15,15.0
Virginia,1,0,0,0.0,59,59.0,0,59.0,0.0,59.0,25,56,44.642857142857146,4,12,33.33333333333333,5,9,55.55555555555556,48.214285714285715,49.199466310873916,0.16071428571428573,37,37.0,12,12.0,0.5714285714285714,9,9.0,10,10.0,21,21.0,15,15.0
Miami,1,0,0,0.0,71,71.0,0,71.0,0.0,71.0,28,75,37.333333333333336,7,21,33.33333333333333,8,13,61.53846153846154,42.0,43.97918731417245,0.17333333333333334,40,40.0,9,9.0,0.5625,7,7.0,2,2.0,16,16.0,19,19.0
George Washington,1,0,0,0.0,54,54.0,0,54.0,0.0,54.0,19,54,35.18518518518518,5,17,29.411764705882355,11,12,91.66666666666666,39.81481481481482,45.54655870445344,0.2222222222222222,28,28.0,11,11.0,0.55,10,10.0,2,2.0,20,20.0,15,15.0
Niagara,1,0,0,0.0,65,65.0,0,65.0,0.0,65.0,23,64,35.9375,9,18,50.0,10,14,71.42857142857143,42.96875,46.322690992018245,0.21875,30,30.0,16,16.0,0.8,5,5.0,0,0.0,20,20.0,18,18.0
Minnesota,1,0,0,0.0,93,93.0,0,93.0,0.0,93.0,32,61,52.459016393442624,14,24,58.333333333333336,15,20,75.0,63.934426229508205,66.6189111747851,0.32786885245901637,37,37.0,20,20.0,1.5384615384615385,7,7.0,4,4.0,13,13.0,14,14.0
Purdue,1,0,0,0.0,75,75.0,0,75.0,0.0,75.0,28,55,50.90909090909091,5,13,38.46153846153847,14,16,87.5,55.45454545454545,60.44487427466151,0.2909090909090909,35,35.0,19,19.0,1.5833333333333333,2,2.0,4,4.0,12,12.0,11,11.0
South Carolina,1,0,0,0.0,94,94.0,0,94.0,0.0,94.0,31,67,46.26865671641791,8,22,36.36363636363637,24,33,72.72727272727273,52.23880597014925,57.65456329735035,0.4925373134328358,41,41.0,19,19.0,1.5833333333333333,8,8.0,7,7.0,12,12.0,19,19.0
Mount St. Mary's,1,0,0,0.0,57,57.0,0,57.0,0.0,57.0,19,55,34.54545454545455,6,17,35.294117647058826,13,17,76.47058823529412,40.0,45.614596670934695,0.3090909090909091,31,31.0,12,12.0,0.48,3,3.0,1,1.0,25,25.0,16,16.0
Kennesaw State,1,0,0,0.0,35,35.0,0,35.0,0.0,35.0,12,53,22.641509433962266,3,16,18.75,8,9,88.88888888888889,25.471698113207548,30.723314606741575,0.16981132075471697,29,29.0,7,7.0,0.25,9,9.0,1,1.0,28,28.0,12,12.0
Ohio State,2,0,0,0.0,148,74.0,0,74.0,0.0,74.0,58,145,40.0,13,42,30.952380952380953,19,26,73.07692307692307,44.48275862068966,47.30248018409614,0.1793103448275862,76,38.0,27,13.5,1.4210526315789473,10,5.0,11,5.5,19,9.5,23,11.5
Albany,1,0,0,0.0,58,58.0,0,58.0,0.0,58.0,24,67,35.82089552238806,6,17,35.294117647058826,4,6,66.66666666666666,40.298507462686565,41.64273406088455,0.08955223880597014,42,42.0,8,8.0,0.2857142857142857,10,10.0,4,4.0,28,28.0,22,22.0
Wisconsin,1,0,0,0.0,44,44.0,0,44.0,0.0,44.0,17,55,30.909090909090907,3,18,16.666666666666664,7,8,87.5,33.63636363636363,37.59398496240601,0.14545454545454545,25,25.0,9,9.0,0.6428571428571429,3,3.0,4,4.0,14,14.0,8,8.0
Northwestern,1,0,0,0.0,65,65.0,0,65.0,0.0,65.0,26,51,50.98039215686274,1,4,25.0,12,18,66.66666666666666,51.9607843137255,55.15953835709436,0.35294117647058826,34,34.0,15,15.0,0.6818181818181818,10,10.0,3,3.0,22,22.0,20,20.0
Coppin State,1,0,0,0.0,49,49.0,0,49.0,0.0,49.0,16,47,34.04255319148936,5,17,29.411764705882355,12,14,85.71428571428571,39.361702127659576,46.08728367193379,0.2978723404255319,26,26.0,7,7.0,0.28,3,3.0,0,0.0,25,25.0,15,15.0
Loyola,1,0,0,0.0,45,45.0,0,45.0,0.0,45.0,18,61,29.508196721311474,4,24,16.666666666666664,5,8,62.5,32.78688524590164,34.87290762554247,0.13114754098360656,32,32.0,10,10.0,0.4166666666666667,3,3.0,2,2.0,24,24.0,14,14.0
Iowa,1,0,0,0.0,64,64.0,0,64.0,0.0,64.0,24,63,38.095238095238095,7,24,29.166666666666668,9,12,75.0,43.65079365079365,46.86584651435267,0.19047619047619047,46,46.0,17,17.0,0.7391304347826086,2,2.0,8,8.0,23,23.0,14,14.0
Princeton,1,0,1,0.0,57,57.0,77,57.0,77.0,-20.0,20,53,37.735849056603776,4,20,20.0,13,16,81.25,41.509433962264154,47.46835443037975,0.3018867924528302,25,25.0,15,15.0,0.9375,8,8.0,4,4.0,16,16.0,18,18.0
