"source_id","file_id","date","location","officials","attendance","home_team","home_score","home_record","visiting_team","visiting_score","visiting_record"
2023,16557,"3/22/2024","Maples Pavilion, Stanford, CA","Charles Gonzalez,  In'FIni Robinson,  Jesse Dickerson",0,"Iowa St.",93,"21-11,11-6 Big 12","Maryland",86,"19-14,9-9 Big Ten"
2023,17526,"1/14/2024","XFINITY Center, College Park, MD","Kenya Kirkland,  Doug Knight,  Angie Enlund",7231,"Maryland",88,"11-5,3-2 Big Ten","Purdue",66,"9-7,2-3 Big Ten"
2023,16458,"11/12/2023","Colonial Life Arena, Columbia, SC","Natasha Curry,  Brian Hall,  Kevin Penthel",16007,"South Carolina",114,"2-0,0-0 SEC","Maryland",76,"1-1,0-0 Big Ten"
2023,17567,"3/9/2024","Target Center, Minneapolis, MN","Maggie Tieman,  Natasha Camy,  Michael McConnell",0,"Nebraska",78,"22-10,11-7 Big Ten","Maryland",68,"19-13,9-9 Big Ten"
2023,16462,"11/24/2023","Hard Rock Hotel Riviera Maya, Puerto Aventuras","David Jenkins,  Neonta Williams,  Josh Howell",111,"Maryland",68,"3-3,0-0 Big Ten","Green Bay",59,"3-2,0-0 Horizon"
2023,16550,"2/11/2024","State Farm Center, Champaign, IL","Natasha Camy,  Lisa Jones,  Kevin Pethtel",3185,"Illinois",53,"11-12,5-8 Big Ten","Maryland",69,"14-10,6-7 Big Ten"
2023,16546,"1/28/2024","Bryce Jordan Center, State College, PA","Brad Maxey,  Tiara Cruse,  Nykesha Thompson",3532,"Penn St.",112,"15-5,6-3 Big Ten","Maryland",76,"12-8,4-5 Big Ten"
2023,16547,"1/31/2024","XFINITY Center, College Park, MD","Natasha Camy,  Tim Daley,  Julie Kroemmenhoek",7137,"Maryland",73,"12-9,4-6 Big Ten","Indiana",87,"18-2,9-1 Big Ten"
2023,16551,"2/18/2024","XFINITY Center, College Park, MD","Jamie Broderick,  Maggie Tieman,  Jesse Dickerson",9443,"Maryland",77,"15-10,7-7 Big Ten","Penn St.",62,"16-10,7-8 Big Ten"
2023,16463,"11/25/2023","Hard Rock Hotel Riviera Maya, Puerto Aventuras","Natasha Brown,  David Jenkins,  Mark Berger",107,"Maryland",92,"4-3,0-0 Big Ten","Massachusetts",63,"1-7,0-0 Atlantic 10"
2023,17566,"3/8/2024","Target Center, Minneapolis, MN","Tim Daley,  Bryan Enterline,  Tiara Cruse",0,"Ohio St.",61,"25-5,16-2 Big Ten","Maryland",82,"19-12,9-9 Big Ten"
"2023","16459","11/16/2023","Harry A. Gampel Pavilion, Storrs, CT","Julie Krommenhoek,  Joseph Vaszily,  Maj Forsberg",10299,"UConn",80,"2-1,0-0 Big East","Maryland",48,"1-2,0-0 Big Ten"
