team,games,wins,losses,win_pct,total_points,ppg,points_allowed,off_rating,def_rating,net_rating,fg_made,fg_attempted,fg_pct,three_made,three_attempted,three_pt_pct,ft_made,ft_attempted,ft_pct,efg_pct,ts_pct,ft_rate,total_rebounds,rpg,total_assists,apg,ast_to_ratio,total_steals,spg,total_blocks,bpg,total_turnovers,tpg,total_fouls,fpg
Nebraska,2,0,0,0.0,165,82.5,0,82.5,0.0,82.5,55,131,41.98473282442748,23,60,38.333333333333336,32,40,80.0,50.76335877862596,55.51816958277255,0.3053435114503817,84,42.0,40,20.0,1.2903225806451613,12,6.0,6,3.0,31,15.5,35,17.5
Michigan St.,1,0,0,0.0,74,74.0,0,74.0,0.0,74.0,24,57,42.10526315789473,7,26,26.923076923076923,19,24,79.16666666666666,48.24561403508772,54.76613380698638,0.42105263157894735,32,32.0,17,17.0,1.5454545454545454,1,1.0,3,3.0,11,11.0,21,21.0
Wisconsin,1,0,0,0.0,63,63.0,0,63.0,0.0,63.0,24,56,42.857142857142854,5,20,25.0,10,11,90.9090909090909,47.32142857142857,51.77514792899408,0.19642857142857142,32,32.0,14,14.0,0.7,8,8.0,3,3.0,20,20.0,22,22.0
Towson,1,0,0,0.0,51,51.0,0,51.0,0.0,51.0,17,66,25.757575757575758,5,25,20.0,12,13,92.3076923076923,29.545454545454547,35.55493586168433,0.19696969696969696,26,26.0,8,8.0,0.5714285714285714,4,4.0,0,0.0,14,14.0,20,20.0
James Madison,1,0,0,0.0,55,55.0,0,55.0,0.0,55.0,20,74,27.027027027027028,8,31,25.806451612903224,7,12,58.333333333333336,32.432432432432435,34.68718466195762,0.16216216216216217,50,50.0,13,13.0,0.6190476190476191,8,8.0,3,3.0,21,21.0,21,21.0
Indiana,2,0,0,0.0,158,79.0,0,79.0,0.0,79.0,51,109,46.788990825688074,17,50,34.0,39,48,81.25,54.58715596330275,60.71318782662157,0.44036697247706424,72,36.0,33,16.5,1.2222222222222223,12,6.0,6,3.0,27,13.5,39,19.5
Northwestern,1,0,0,0.0,58,58.0,0,58.0,0.0,58.0,23,64,35.9375,5,18,27.77777777777778,7,7,100.0,39.84375,43.231961836613,0.109375,35,35.0,15,15.0,0.7894736842105263,4,4.0,4,4.0,19,19.0,22,22.0
Minnesota,1,0,0,0.0,64,64.0,0,64.0,0.0,64.0,24,65,36.92307692307693,7,28,25.0,9,11,81.81818181818183,42.30769230769231,45.81901489117984,0.16923076923076924,46,46.0,16,16.0,0.8,8,8.0,3,3.0,20,20.0,13,13.0
Niagara,1,0,0,0.0,44,44.0,0,44.0,0.0,44.0,19,70,27.142857142857142,4,24,16.666666666666664,2,6,33.33333333333333,30.0,30.286343612334804,0.08571428571428572,30,30.0,8,8.0,0.2962962962962963,10,10.0,0,0.0,27,27.0,18,18.0
George Mason,1,0,0,0.0,77,77.0,0,77.0,0.0,77.0,27,68,39.705882352941174,8,21,38.095238095238095,15,23,65.21739130434783,45.588235294117645,49.283154121863795,0.3382352941176471,41,41.0,11,11.0,0.55,8,8.0,1,1.0,20,20.0,32,32.0
Iowa St.,1,0,0,0.0,93,93.0,0,93.0,0.0,93.0,34,60,56.666666666666664,9,22,40.909090909090914,16,24,66.66666666666666,64.16666666666667,65.90136054421768,0.4,36,36.0,26,26.0,1.5294117647058822,2,2.0,5,5.0,17,17.0,15,15.0
Purdue,1,0,0,0.0,66,66.0,0,66.0,0.0,66.0,27,64,42.1875,7,19,36.84210526315789,5,7,71.42857142857143,47.65625,49.19499105545617,0.109375,28,28.0,18,18.0,0.9473684210526315,8,8.0,2,2.0,19,19.0,13,13.0
South Carolina,1,0,0,0.0,114,114.0,0,114.0,0.0,114.0,43,83,51.80722891566265,12,24,50.0,16,25,64.0,59.036144578313255,60.63829787234043,0.30120481927710846,53,53.0,30,30.0,3.0,9,9.0,11,11.0,10,10.0,20,20.0
Green Bay,1,0,0,0.0,59,59.0,0,59.0,0.0,59.0,22,70,31.428571428571427,4,28,14.285714285714285,11,12,91.66666666666666,34.285714285714285,39.18703506907545,0.17142857142857143,33,33.0,18,18.0,3.0,5,5.0,3,3.0,6,6.0,23,23.0
Penn St.,2,0,0,0.0,174,87.0,0,87.0,0.0,87.0,63,121,52.066115702479344,22,50,44.0,26,34,76.47058823529412,61.15702479338842,63.98940864960282,0.2809917355371901,63,31.5,38,19.0,0.9743589743589743,21,10.5,4,2.0,39,19.5,42,21.0
Massachusetts,1,0,0,0.0,63,63.0,0,63.0,0.0,63.0,22,58,37.93103448275862,6,22,27.27272727272727,13,20,65.0,43.103448275862064,47.1556886227545,0.3448275862068966,30,30.0,12,12.0,0.42857142857142855,7,7.0,0,0.0,28,28.0,25,25.0
