"source_id","file_id","team","points","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","steals","blocks","turnovers","fouls"
2023,16465,"Maryland",86,"27-65","41.5%","4-15","26.7%","28-40","70.0%",44,13,5,3,17,16
2023,16465,"George Mason",77,"27-68","39.7%","8-21","38.1%","15-23","65.2%",41,11,8,1,20,32
2023,16557,"Iowa St.",93,"34-60","56.7%","9-22","40.9%","16-24","66.7%",36,26,2,5,17,15
2023,16557,"Maryland",86,"31-68","45.6%","11-24","45.8%","13-15","86.7%",25,16,6,2,10,24
2023,17526,"Maryland",88,"32-58","55.2%","8-19","42.1%","16-18","88.9%",35,20,9,1,17,14
2023,17526,"Purdue",66,"27-64","42.2%","7-19","36.8%","5-7","71.4%",28,18,8,2,19,13
2023,16458,"South Carolina",114,"43-83","51.8%","12-24","50.0%","16-25","64.0%",53,30,9,11,10,20
2023,16458,"Maryland",76,"29-71","40.8%","10-22","45.5%","8-12","66.7%",33,15,4,1,15,22
2023,17567,"Nebraska",78,"28-62","45.2%","13-28","46.4%","9-14","64.3%",36,18,5,3,15,18
2023,17567,"Maryland",68,"26-57","45.6%","4-13","30.8%","12-15","80.0%",32,15,4,2,16,17
2023,16462,"Maryland",68,"21-63","33.3%","1-11","9.1%","25-29","86.2%",57,11,3,2,13,18
2023,16462,"Green Bay",59,"22-70","31.4%","4-28","14.3%","11-12","91.7%",33,18,5,3,6,23
2023,16550,"Illinois",53,"21-66","31.8%","3-13","23.1%","8-9","88.9%",33,9,10,2,14,19
2023,16550,"Maryland",69,"27-60","45.0%","3-9","33.3%","12-17","70.6%",47,11,8,2,19,12
2023,16546,"Penn St.",112,"40-65","61.5%","16-26","61.5%","16-18","88.9%",32,25,10,3,13,22
2023,16546,"Maryland",76,"28-64","43.8%","6-15","40.0%","14-19","73.7%",29,16,7,2,15,18
2023,16547,"Maryland",73,"26-56","46.4%","3-8","37.5%","18-22","81.8%",24,11,5,3,12,23
2023,16547,"Indiana",87,"28-57","49.1%","9-26","34.6%","22-28","78.6%",33,19,6,1,13,21
2023,16551,"Maryland",77,"28-58","48.3%","6-14","42.9%","15-19","78.9%",33,20,11,3,19,17
2023,16551,"Penn St.",62,"23-56","41.1%","6-24","25.0%","10-16","62.5%",31,13,11,1,26,20
2023,16463,"Maryland",92,"31-61","50.8%","4-16","25.0%","26-33","78.8%",40,19,19,1,22,22
2023,16463,"Massachusetts",63,"22-58","37.9%","6-22","27.3%","13-20","65.0%",30,12,7,0,28,25
2023,17566,"Ohio St.",61,"23-64","35.9%","6-22","27.3%","9-14","64.3%",31,17,8,5,13,17
2023,17566,"Maryland",82,"31-73","42.5%","6-19","31.6%","14-17","82.4%",55,18,4,6,15,16
"2023","16459","UConn","80","32-61","52.5%","6-19","31.6%","10-12","83.3%","35","18","16","9","17","14"
"2023","16459","Maryland","48","15-58","25.9%","6-23","26.1%","12-17","70.6%","36","9","4","1","27","21"
