"source_id","file_id","team","points","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","steals","blocks","turnovers","fouls"
2016,9684,"Maryland",83,"35-71","49.3%","5-17","29.4%","8-17","47.1%",43,19,9,10,13,11
2016,9684,"Michigan",70,"26-60","43.3%","9-22","40.9%","9-9","100.0%",33,17,7,2,18,15
2016,9692,"Maryland",89,"32-62","51.6%","5-14","35.7%","20-25","80.0%",46,13,17,3,10,6
2016,9692,"Wisconsin",40,"17-54","31.5%","3-14","21.4%","3-6","50.0%",24,9,3,5,20,15
2016,9688,"Purdue",70,"27-65","41.5%","3-13","23.1%","13-19","68.4%",38,18,7,7,16,20
2016,9688,"Maryland",85,"31-70","44.3%","6-16","37.5%","17-24","70.8%",45,16,10,2,14,21
2016,9671,"Maryland",79,"25-58","43.1%","2-7","28.6%","27-38","71.1%",44,12,16,0,20,20
2016,9671,"Washington State",69,"27-68","39.7%","8-17","47.1%","7-21","33.3%",47,13,9,6,24,27
2016,9695,"Maryland",92,"35-67","52.2%","11-21","52.4%","11-15","73.3%",35,23,9,5,14,14
2016,9695,"Minnesota",80,"30-67","44.8%","8-17","47.1%","12-15","80.0%",36,12,7,5,19,15
2016,9683,"Iowa",82,"29-61","47.5%","8-20","40.0%","16-19","84.2%",30,17,4,5,16,18
2016,9683,"Maryland",98,"37-72","51.4%","7-16","43.8%","17-25","68.0%",44,20,7,2,12,19
2016,9676,"Loyola Maryland",60,"25-57","43.9%","6-20","30.0%","4-8","50.0%",23,16,7,2,23,16
2016,9676,"Maryland",79,"29-60","48.3%","5-16","31.3%","16-23","69.6%",44,15,15,4,19,14
2016,9699,"Maryland",83,"34-65","52.3%","8-14","57.1%","7-12","58.3%",39,16,13,5,14,17
2016,9699,"West Virginia",56,"20-63","31.7%","3-10","30.0%","13-16","81.3%",38,10,6,6,18,16
2016,9677,"Duquesne",57,"16-52","30.8%","5-20","25.0%","20-23","87.0%",28,14,6,3,21,24
2016,9677,"Maryland",77,"27-54","50.0%","4-7","57.1%","19-28","67.9%",39,19,8,4,19,20
2016,9698,"Maryland",103,"42-72","58.3%","4-11","36.4%","15-22","68.2%",40,22,13,5,5,15
2016,9698,"Bucknell",61,"20-54","37.0%","5-22","22.7%","16-19","84.2%",30,10,3,1,20,18
2016,9682,"Maryland",89,"34-61","55.7%","3-11","27.3%","18-27","66.7%",46,20,5,6,21,15
2016,9682,"Penn State",83,"34-75","45.3%","8-18","44.4%","7-13","53.8%",30,12,7,0,14,27
"2016","9694","Maryland","93","33-60","55.0%","8-17","47.1%","19-25","76.0%","46","24","9","10","21","16"
"2016","9694","Minnesota","60","19-64","29.7%","3-12","25.0%","19-24","79.2%","30","6","10","2","19","17"
