source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2018,9885,1,579,05,Kaila Charles,1,11,Taylor Mikesell,3PTR,3,3.0,0.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9886,1,302,03,Channise Lewis,3,22,Blair Watson,3PTR,3,13.0,8.0,22 Blair Watson 3PTR GOOD (6 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9886,1,116,22,Blair Watson,1,05,Kaila Charles,LAYUP,2,20.0,11.0,05 Kaila Charles LAYUP GOOD (6 Pt); 22 Blair Watson Assist (1 Asst)
2018,9886,1,43,01,Shakira Austin,1,05,Kaila Charles,LAYUP,2,25.0,11.0,05 Kaila Charles LAYUP GOOD (9 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9886,1,6,05,Kaila Charles,1,11,Taylor Mikesell,3PTR,3,28.0,11.0,11 Taylor Mikesell 3PTR GOOD (7 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9886,2,501,11,Taylor Mikesell,2,01,Shakira Austin,LAYUP,2,34.0,11.0,01 Shakira Austin LAYUP GOOD (5 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9886,2,355,05,Kaila Charles,2,24,Stephanie Jones,JUMPER,2,36.0,14.0,24 Stephanie Jones JUMPER GOOD (5 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9886,2,277,01,Shakira Austin,2,05,Kaila Charles,LAYUP,2,38.0,16.0,05 Kaila Charles LAYUP GOOD (13 Pt); 01 Shakira Austin Assist (2 Asst)
2018,9886,2,81,21,Sarah Myers,1,05,Kaila Charles,LAYUP,2,41.0,27.0,05 Kaila Charles LAYUP GOOD (16 Pt); 21 Sarah Myers Assist (1 Asst)
2018,9886,2,53,05,Kaila Charles,3,24,Stephanie Jones,LAYUP,2,43.0,27.0,24 Stephanie Jones LAYUP GOOD (7 Pt); 05 Kaila Charles Assist (3 Asst)
2018,9886,3,572,03,Channise Lewis,4,24,Stephanie Jones,JUMPER,2,45.0,27.0,24 Stephanie Jones JUMPER GOOD (9 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9886,3,543,11,Taylor Mikesell,3,34,Brianna Fraser,JUMPER,2,47.0,30.0,34 Brianna Fraser JUMPER GOOD (2 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9886,3,314,03,Channise Lewis,5,05,Kaila Charles,JUMPER,2,55.0,43.0,05 Kaila Charles JUMPER GOOD (20 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9886,3,295,05,Kaila Charles,4,22,Blair Watson,LAYUP,2,57.0,43.0,22 Blair Watson LAYUP GOOD (10 Pt); 05 Kaila Charles Assist (4 Asst)
2018,9886,3,275,22,Blair Watson,2,11,Taylor Mikesell,LAYUP,2,59.0,43.0,11 Taylor Mikesell LAYUP GOOD (9 Pt); 22 Blair Watson Assist (2 Asst)
2018,9886,3,227,22,Blair Watson,3,11,Taylor Mikesell,JUMPER,2,64.0,46.0,11 Taylor Mikesell JUMPER GOOD (12 Pt); 22 Blair Watson Assist (3 Asst)
2018,9886,3,157,22,Blair Watson,4,11,Taylor Mikesell,3PTR,3,69.0,49.0,11 Taylor Mikesell 3PTR GOOD (15 Pt); 22 Blair Watson Assist (4 Asst)
2018,9886,3,24,03,Channise Lewis,6,01,Shakira Austin,LAYUP,2,71.0,53.0,01 Shakira Austin LAYUP GOOD (7 Pt); 03 Channise Lewis Assist (6 Asst)
2018,9886,4,555,11,Taylor Mikesell,4,01,Shakira Austin,LAYUP,2,73.0,53.0,01 Shakira Austin LAYUP GOOD (9 Pt); 11 Taylor Mikesell Assist (4 Asst)
2018,9886,4,411,11,Taylor Mikesell,5,34,Brianna Fraser,JUMPER,2,76.0,56.0,34 Brianna Fraser JUMPER GOOD (4 Pt); 11 Taylor Mikesell Assist (5 Asst)
2018,9887,1,372,22,Blair Watson,1,34,Brianna Fraser,JUMPER,2,6.0,8.0,34 Brianna Fraser JUMPER GOOD (6 Pt); 22 Blair Watson Assist (1 Asst)
2018,9887,1,336,03,Channise Lewis,1,22,Blair Watson,3PTR,3,8.0,11.0,22 Blair Watson 3PTR GOOD (3 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9887,1,236,22,Blair Watson,2,05,Kaila Charles,LAYUP,2,8.0,13.0,05 Kaila Charles LAYUP GOOD (4 Pt); 22 Blair Watson Assist (2 Asst)
2018,9887,1,179,01,Shakira Austin,1,34,Brianna Fraser,LAYUP,2,8.0,15.0,34 Brianna Fraser LAYUP GOOD (8 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9887,2,580,05,Kaila Charles,1,11,Taylor Mikesell,3PTR,3,8.0,21.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9887,2,477,11,Taylor Mikesell,1,34,Brianna Fraser,JUMPER,2,8.0,23.0,34 Brianna Fraser JUMPER GOOD (10 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9887,2,294,03,Channise Lewis,2,34,Brianna Fraser,LAYUP,2,12.0,29.0,34 Brianna Fraser LAYUP GOOD (12 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9887,2,244,05,Kaila Charles,2,22,Blair Watson,LAYUP,2,12.0,33.0,22 Blair Watson LAYUP GOOD (7 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9887,2,184,32,Sara Vujacic,1,34,Brianna Fraser,JUMPER,2,14.0,35.0,34 Brianna Fraser JUMPER GOOD (14 Pt); 32 Sara Vujacic Assist (1 Asst)
2018,9887,2,40,03,Channise Lewis,3,05,Kaila Charles,LAYUP,2,14.0,37.0,05 Kaila Charles LAYUP GOOD (9 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9887,3,474,22,Blair Watson,3,11,Taylor Mikesell,LAYUP,2,15.0,42.0,11 Taylor Mikesell LAYUP GOOD (7 Pt); 22 Blair Watson Assist (3 Asst)
2018,9887,3,408,03,Channise Lewis,4,11,Taylor Mikesell,LAYUP,2,15.0,44.0,11 Taylor Mikesell LAYUP GOOD (9 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9887,3,303,03,Channise Lewis,5,24,Stephanie Jones,LAYUP,2,15.0,46.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9887,3,220,03,Channise Lewis,6,24,Stephanie Jones,LAYUP,2,15.0,50.0,24 Stephanie Jones LAYUP GOOD (4 Pt); 03 Channise Lewis Assist (6 Asst)
2018,9887,3,89,21,Sarah Myers,1,24,Stephanie Jones,LAYUP,2,18.0,52.0,24 Stephanie Jones LAYUP GOOD (6 Pt); 21 Sarah Myers Assist (1 Asst)
2018,9887,3,28,32,Sara Vujacic,2,01,Shakira Austin,LAYUP,2,18.0,54.0,01 Shakira Austin LAYUP GOOD (4 Pt); 32 Sara Vujacic Assist (2 Asst)
2018,9887,4,491,11,Taylor Mikesell,2,01,Shakira Austin,JUMPER,2,21.0,56.0,01 Shakira Austin JUMPER GOOD (6 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9887,4,471,21,Sarah Myers,2,24,Stephanie Jones,LAYUP,2,21.0,58.0,24 Stephanie Jones LAYUP GOOD (8 Pt); 21 Sarah Myers Assist (2 Asst)
2018,9887,4,370,32,Sara Vujacic,3,35,Olivia Owens,JUMPER,2,21.0,61.0,35 Olivia Owens JUMPER GOOD (2 Pt); 32 Sara Vujacic Assist (3 Asst)
2018,9887,4,329,03,Channise Lewis,7,34,Brianna Fraser,JUMPER,2,21.0,63.0,34 Brianna Fraser JUMPER GOOD (16 Pt); 03 Channise Lewis Assist (7 Asst)
2018,9887,4,281,21,Sarah Myers,3,35,Olivia Owens,LAYUP,2,21.0,65.0,35 Olivia Owens LAYUP GOOD (4 Pt); 21 Sarah Myers Assist (3 Asst)
2018,9887,4,139,21,Sarah Myers,4,11,Taylor Mikesell,LAYUP,2,24.0,69.0,11 Taylor Mikesell LAYUP GOOD (13 Pt); 21 Sarah Myers Assist (4 Asst)
2018,9888,1,368,11,Taylor Mikesell,1,05,Kaila Charles,LAYUP,2,12.0,4.0,05 Kaila Charles LAYUP GOOD (2 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9888,1,324,03,Channise Lewis,1,22,Blair Watson,JUMPER,2,16.0,6.0,22 Blair Watson JUMPER GOOD (4 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9888,1,249,22,Blair Watson,1,11,Taylor Mikesell,LAYUP,2,18.0,8.0,11 Taylor Mikesell LAYUP GOOD (2 Pt); 22 Blair Watson Assist (1 Asst)
2018,9888,1,188,03,Channise Lewis,2,22,Blair Watson,LAYUP,2,18.0,12.0,22 Blair Watson LAYUP GOOD (6 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9888,1,153,03,Channise Lewis,3,24,Stephanie Jones,JUMPER,2,18.0,14.0,24 Stephanie Jones JUMPER GOOD (4 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9888,1,124,03,Channise Lewis,4,11,Taylor Mikesell,3PTR,3,18.0,17.0,11 Taylor Mikesell 3PTR GOOD (5 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9888,1,88,24,Stephanie Jones,1,03,Channise Lewis,3PTR,3,18.0,20.0,03 Channise Lewis 3PTR GOOD (3 Pt); 24 Stephanie Jones Assist (1 Asst)
2018,9888,1,21,11,Taylor Mikesell,2,05,Kaila Charles,LAYUP,2,18.0,22.0,05 Kaila Charles LAYUP GOOD (4 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9888,2,582,03,Channise Lewis,5,01,Shakira Austin,LAYUP,2,19.0,24.0,01 Shakira Austin LAYUP GOOD (2 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9888,2,551,03,Channise Lewis,6,24,Stephanie Jones,LAYUP,2,19.0,26.0,24 Stephanie Jones LAYUP GOOD (6 Pt); 03 Channise Lewis Assist (6 Asst)
2018,9888,2,155,03,Channise Lewis,7,24,Stephanie Jones,JUMPER,2,26.0,42.0,24 Stephanie Jones JUMPER GOOD (10 Pt); 03 Channise Lewis Assist (7 Asst)
2018,9888,2,67,03,Channise Lewis,8,22,Blair Watson,3PTR,3,26.0,45.0,22 Blair Watson 3PTR GOOD (9 Pt); 03 Channise Lewis Assist (8 Asst)
2018,9888,3,573,11,Taylor Mikesell,3,03,Channise Lewis,3PTR,3,26.0,48.0,03 Channise Lewis 3PTR GOOD (10 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9888,3,294,03,Channise Lewis,9,22,Blair Watson,3PTR,3,40.0,55.0,22 Blair Watson 3PTR GOOD (12 Pt); 03 Channise Lewis Assist (9 Asst)
2018,9888,4,505,11,Taylor Mikesell,4,24,Stephanie Jones,JUMPER,2,48.0,66.0,24 Stephanie Jones JUMPER GOOD (16 Pt); 11 Taylor Mikesell Assist (4 Asst)
2018,9888,4,410,03,Channise Lewis,10,01,Shakira Austin,LAYUP,2,50.0,68.0,01 Shakira Austin LAYUP GOOD (10 Pt); 03 Channise Lewis Assist (10 Asst)
2018,9888,4,346,03,Channise Lewis,11,22,Blair Watson,3PTR,3,52.0,71.0,22 Blair Watson 3PTR GOOD (15 Pt); 03 Channise Lewis Assist (11 Asst)
2018,9888,4,310,03,Channise Lewis,12,24,Stephanie Jones,LAYUP,2,52.0,73.0,24 Stephanie Jones LAYUP GOOD (18 Pt); 03 Channise Lewis Assist (12 Asst)
2018,9888,4,235,11,Taylor Mikesell,5,22,Blair Watson,3PTR,3,52.0,81.0,22 Blair Watson 3PTR GOOD (20 Pt); 11 Taylor Mikesell Assist (5 Asst)
2018,9888,4,38,21,Sarah Myers,1,05,Kaila Charles,JUMPER,2,60.0,85.0,05 Kaila Charles JUMPER GOOD (17 Pt); 21 Sarah Myers Assist (1 Asst)
2018,9889,1,445,03,Channise Lewis,1,24,Stephanie Jones,JUMPER,2,4.0,4.0,24 Stephanie Jones JUMPER GOOD (4 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9889,1,400,05,Kaila Charles,1,24,Stephanie Jones,LAYUP,2,6.0,4.0,24 Stephanie Jones LAYUP GOOD (6 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9889,1,159,05,Kaila Charles,2,11,Taylor Mikesell,3PTR,3,18.0,12.0,11 Taylor Mikesell 3PTR GOOD (5 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9889,1,122,24,Stephanie Jones,1,03,Channise Lewis,3PTR,3,21.0,14.0,03 Channise Lewis 3PTR GOOD (3 Pt); 24 Stephanie Jones Assist (1 Asst)
2018,9889,1,91,01,Shakira Austin,1,24,Stephanie Jones,3PTR,3,24.0,16.0,24 Stephanie Jones 3PTR GOOD (12 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9889,1,21,11,Taylor Mikesell,1,24,Stephanie Jones,LAYUP,2,26.0,18.0,24 Stephanie Jones LAYUP GOOD (14 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9889,2,594,03,Channise Lewis,2,22,Blair Watson,JUMPER,2,28.0,18.0,22 Blair Watson JUMPER GOOD (2 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9889,2,497,24,Stephanie Jones,2,03,Channise Lewis,3PTR,3,31.0,19.0,03 Channise Lewis 3PTR GOOD (6 Pt); 24 Stephanie Jones Assist (2 Asst)
2018,9889,3,86,01,Shakira Austin,2,24,Stephanie Jones,JUMPER,2,45.0,42.0,24 Stephanie Jones JUMPER GOOD (19 Pt); 01 Shakira Austin Assist (2 Asst)
2018,9889,3,52,05,Kaila Charles,3,24,Stephanie Jones,LAYUP,2,47.0,42.0,24 Stephanie Jones LAYUP GOOD (21 Pt); 05 Kaila Charles Assist (3 Asst)
2018,9889,4,43,05,Kaila Charles,4,34,Brianna Fraser,JUMPER,2,55.0,51.0,34 Brianna Fraser JUMPER GOOD (8 Pt); 05 Kaila Charles Assist (4 Asst)
2018,9890,1,418,03,Channise Lewis,1,22,Blair Watson,3PTR,3,2.0,7.0,22 Blair Watson 3PTR GOOD (3 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9890,1,208,01,Shakira Austin,1,05,Kaila Charles,LAYUP,2,9.0,13.0,05 Kaila Charles LAYUP GOOD (4 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9890,1,54,03,Channise Lewis,2,11,Taylor Mikesell,3PTR,3,11.0,16.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9890,2,575,03,Channise Lewis,3,22,Blair Watson,3PTR,3,13.0,19.0,22 Blair Watson 3PTR GOOD (6 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9890,2,264,22,Blair Watson,1,24,Stephanie Jones,LAYUP,2,17.0,21.0,24 Stephanie Jones LAYUP GOOD (8 Pt); 22 Blair Watson Assist (1 Asst)
2018,9890,2,234,24,Stephanie Jones,1,03,Channise Lewis,3PTR,3,17.0,24.0,03 Channise Lewis 3PTR GOOD (3 Pt); 24 Stephanie Jones Assist (1 Asst)
2018,9890,2,185,03,Channise Lewis,4,24,Stephanie Jones,LAYUP,2,18.0,26.0,24 Stephanie Jones LAYUP GOOD (10 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9890,3,514,24,Stephanie Jones,2,11,Taylor Mikesell,3PTR,3,23.0,32.0,11 Taylor Mikesell 3PTR GOOD (6 Pt); 24 Stephanie Jones Assist (2 Asst)
2018,9890,3,437,22,Blair Watson,2,11,Taylor Mikesell,3PTR,3,23.0,37.0,11 Taylor Mikesell 3PTR GOOD (9 Pt); 22 Blair Watson Assist (2 Asst)
2018,9890,3,378,05,Kaila Charles,1,11,Taylor Mikesell,JUMPER,2,23.0,39.0,11 Taylor Mikesell JUMPER GOOD (11 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9890,3,309,24,Stephanie Jones,3,11,Taylor Mikesell,3PTR,3,25.0,42.0,11 Taylor Mikesell 3PTR GOOD (14 Pt); 24 Stephanie Jones Assist (3 Asst)
2018,9890,3,273,34,Brianna Fraser,1,11,Taylor Mikesell,3PTR,3,27.0,45.0,11 Taylor Mikesell 3PTR GOOD (17 Pt); 34 Brianna Fraser Assist (1 Asst)
2018,9890,3,105,21,Sarah Myers,1,22,Blair Watson,LAYUP,2,30.0,50.0,22 Blair Watson LAYUP GOOD (8 Pt); 21 Sarah Myers Assist (1 Asst)
2018,9890,4,394,01,Shakira Austin,2,05,Kaila Charles,LAYUP,2,35.0,56.0,05 Kaila Charles LAYUP GOOD (15 Pt); 01 Shakira Austin Assist (2 Asst)
2018,9890,4,295,05,Kaila Charles,2,01,Shakira Austin,LAYUP,2,37.0,61.0,01 Shakira Austin LAYUP GOOD (6 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9890,4,50,21,Sarah Myers,2,05,Kaila Charles,JUMPER,2,44.0,66.0,05 Kaila Charles JUMPER GOOD (18 Pt); 21 Sarah Myers Assist (2 Asst)
2018,9891,1,527,11,Taylor Mikesell,1,05,Kaila Charles,LAYUP,2,4.0,0.0,05 Kaila Charles LAYUP GOOD (2 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9891,1,399,03,Channise Lewis,1,11,Taylor Mikesell,3PTR,3,7.0,2.0,11 Taylor Mikesell 3PTR GOOD (5 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9891,1,365,11,Taylor Mikesell,2,05,Kaila Charles,LAYUP,2,9.0,2.0,05 Kaila Charles LAYUP GOOD (4 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9891,1,183,22,Blair Watson,1,05,Kaila Charles,JUMPER,2,14.0,2.0,05 Kaila Charles JUMPER GOOD (6 Pt); 22 Blair Watson Assist (1 Asst)
2018,9891,1,41,03,Channise Lewis,2,22,Blair Watson,JUMPER,2,16.0,6.0,22 Blair Watson JUMPER GOOD (2 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9891,1,15,03,Channise Lewis,3,11,Taylor Mikesell,LAYUP,2,18.0,6.0,11 Taylor Mikesell LAYUP GOOD (7 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9891,2,528,03,Channise Lewis,4,11,Taylor Mikesell,3PTR,3,21.0,6.0,11 Taylor Mikesell 3PTR GOOD (10 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9891,2,445,05,Kaila Charles,1,24,Stephanie Jones,LAYUP,2,25.0,8.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9891,2,346,05,Kaila Charles,2,24,Stephanie Jones,LAYUP,2,27.0,11.0,24 Stephanie Jones LAYUP GOOD (4 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9891,2,264,01,Shakira Austin,1,11,Taylor Mikesell,3PTR,3,30.0,14.0,11 Taylor Mikesell 3PTR GOOD (13 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9891,2,219,03,Channise Lewis,5,11,Taylor Mikesell,JUMPER,2,32.0,16.0,11 Taylor Mikesell JUMPER GOOD (15 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9891,2,84,03,Channise Lewis,6,24,Stephanie Jones,LAYUP,2,36.0,18.0,24 Stephanie Jones LAYUP GOOD (6 Pt); 03 Channise Lewis Assist (6 Asst)
2018,9891,2,50,03,Channise Lewis,7,01,Shakira Austin,LAYUP,2,38.0,18.0,01 Shakira Austin LAYUP GOOD (7 Pt); 03 Channise Lewis Assist (7 Asst)
2018,9891,3,412,22,Blair Watson,2,24,Stephanie Jones,LAYUP,2,42.0,25.0,24 Stephanie Jones LAYUP GOOD (8 Pt); 22 Blair Watson Assist (2 Asst)
2018,9891,3,359,11,Taylor Mikesell,3,24,Stephanie Jones,LAYUP,2,44.0,25.0,24 Stephanie Jones LAYUP GOOD (10 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9891,3,265,03,Channise Lewis,8,11,Taylor Mikesell,3PTR,3,47.0,31.0,11 Taylor Mikesell 3PTR GOOD (18 Pt); 03 Channise Lewis Assist (8 Asst)
2018,9891,4,100,05,Kaila Charles,3,11,Taylor Mikesell,JUMPER,2,65.0,54.0,11 Taylor Mikesell JUMPER GOOD (20 Pt); 05 Kaila Charles Assist (3 Asst)
2018,9892,1,582,05,Kaila Charles,1,24,Stephanie Jones,LAYUP,2,2.0,0.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9892,1,530,03,Channise Lewis,1,11,Taylor Mikesell,3PTR,3,6.0,0.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9892,1,504,22,Blair Watson,1,03,Channise Lewis,LAYUP,2,8.0,0.0,03 Channise Lewis LAYUP GOOD (2 Pt); 22 Blair Watson Assist (1 Asst)
2018,9892,1,353,22,Blair Watson,2,05,Kaila Charles,LAYUP,2,13.0,3.0,05 Kaila Charles LAYUP GOOD (2 Pt); 22 Blair Watson Assist (2 Asst)
2018,9892,1,351,11,Taylor Mikesell,1,05,Kaila Charles,LAYUP,2,15.0,3.0,05 Kaila Charles LAYUP GOOD (4 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9892,1,319,22,Blair Watson,3,24,Stephanie Jones,LAYUP,2,17.0,5.0,24 Stephanie Jones LAYUP GOOD (5 Pt); 22 Blair Watson Assist (3 Asst)
2018,9892,1,262,22,Blair Watson,4,05,Kaila Charles,LAYUP,2,19.0,5.0,05 Kaila Charles LAYUP GOOD (6 Pt); 22 Blair Watson Assist (4 Asst)
2018,9892,1,236,22,Blair Watson,5,05,Kaila Charles,LAYUP,2,21.0,5.0,05 Kaila Charles LAYUP GOOD (8 Pt); 22 Blair Watson Assist (5 Asst)
2018,9892,1,132,03,Channise Lewis,2,01,Shakira Austin,JUMPER,2,24.0,11.0,01 Shakira Austin JUMPER GOOD (3 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9892,1,6,11,Taylor Mikesell,2,24,Stephanie Jones,JUMPER,2,29.0,14.0,24 Stephanie Jones JUMPER GOOD (7 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9892,2,526,05,Kaila Charles,2,11,Taylor Mikesell,3PTR,3,32.0,18.0,11 Taylor Mikesell 3PTR GOOD (6 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9892,2,391,03,Channise Lewis,3,22,Blair Watson,3PTR,3,37.0,18.0,22 Blair Watson 3PTR GOOD (6 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9892,2,174,11,Taylor Mikesell,3,34,Brianna Fraser,JUMPER,2,50.0,21.0,34 Brianna Fraser JUMPER GOOD (4 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9892,2,115,34,Brianna Fraser,1,35,Olivia Owens,LAYUP,2,52.0,26.0,35 Olivia Owens LAYUP GOOD (2 Pt); 34 Brianna Fraser Assist (1 Asst)
