"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2018-19","10067","Maryland","Nebraska",1,40,19,22,14,22,28,"2:08 (4th)",2386,99.4,0,0,78,"0:14",0
"2018-19","10067","Nebraska","Maryland",0,24,2,14,8,19,0,"-",0,0.0,0,0,75,"0:13",28
"2018-19","10068","Iowa","Maryland",1,42,15,18,12,10,13,"0:12 (4th)",1861,77.5,1,9,75,"0:14",4
"2018-19","10068","Maryland","Iowa",0,40,15,7,16,16,4,"2:24 (2nd)",431,18.0,2,8,77,"0:16",13
"2018-19","10069","Maryland","Minnesota",1,32,22,11,14,12,2,"0:00 (4th)",0,0.0,2,1,72,"0:15",16
"2018-19","10069","Minnesota","Maryland",0,30,10,19,7,2,16,"5:36 (3rd)",2325,96.9,0,0,72,"0:17",2
"2018-19","10070","Purdue","Maryland",1,24,15,11,7,2,10,"5:28 (3rd)",1663,69.3,0,2,73,"0:17",6
"2018-19","10070","Maryland","Purdue",0,38,15,9,11,3,6,"0:20 (4th)",540,22.5,5,3,73,"0:17",10
"2018-19","10071","Maryland","Illinois",1,26,9,15,9,6,13,"1:10 (4th)",2306,96.1,1,2,72,"0:13",1
"2018-19","10071","Illinois","Maryland",0,12,5,2,6,8,1,"6:33 (1st)",70,2.9,1,2,73,"0:19",13
